year;country;geo;category_key;category_label;product;prod_code;price_eur_tonne;avg_temp_c
2006;Germany;DE;arable;Arable (cereals/oilseeds);Feed barley - prices per 100 kg;1310000;102,4;9,706
2006;Germany;DE;arable;Arable (cereals/oilseeds);Maize - prices per 100 kg;1500000;123,4;9,706
2006;Germany;DE;arable;Arable (cereals/oilseeds);Malting barley - prices per 100 kg;1320000;129,8;9,706
2006;Germany;DE;arable;Arable (cereals/oilseeds);Oats - prices per 100 kg;1400000;111,5;9,706
2006;Germany;DE;arable;Arable (cereals/oilseeds);Rape - prices per 100 kg;2110000;228,2;9,706
2006;Germany;DE;arable;Arable (cereals/oilseeds);Rye - prices per 100 kg;1200000;111,6;9,706
2006;Germany;DE;arable;Arable (cereals/oilseeds);Soft wheat - prices per 100 kg;1110000;111,8;9,706
2006;Germany;DE;orchards;Orchards/Vineyards (perennial);Apricots: all varieties - prices per 100 kg;6199100;756,2;9,706
2006;Germany;DE;orchards;Orchards/Vineyards (perennial);Blackcurrants - prices per 100 kg;6199300;701,9;9,706
2006;Germany;DE;orchards;Orchards/Vineyards (perennial);Dessert apples: all varieties - prices per 100 kg;6110000;401,4;9,706
2006;Germany;DE;orchards;Orchards/Vineyards (perennial);Dessert pears: all varieties - prices per 100 kg;6120000;405,4;9,706
2006;Germany;DE;orchards;Orchards/Vineyards (perennial);Peaches: all varieties - prices per 100 kg;6130000;1075,8;9,706
2006;Germany;DE;orchards;Orchards/Vineyards (perennial);Plums: all varieties  - prices per 100 kg;6192000;442,6;9,706
2006;Germany;DE;orchards;Orchards/Vineyards (perennial);Raspberries - prices per 100 kg;6199200;4390,5;9,706
2006;Germany;DE;orchards;Orchards/Vineyards (perennial);Strawberries in the open - prices per 100 kg;6193100;1484,4;9,706
2006;Germany;DE;rowCrops;Row crops;Beetroot - prices per 100 kg;4199905;199,3;9,706
2006;Germany;DE;rowCrops;Row crops;Early potatoes - prices per 100 kg;5110000;274,3;9,706
2006;Germany;DE;rowCrops;Row crops;Main crop potatoes - prices per 100 kg;5120000;167,7;9,706
2006;Germany;DE;vegetables;Vegetables (fresh market/transplant);Asparagus: all qualities - prices per 100 kg;4199910;3241,8;9,706
2006;Germany;DE;vegetables;Vegetables (fresh market/transplant);Capsicum (under glass) - prices per 100 kg;4199904;1577,4;9,706
2006;Germany;DE;vegetables;Vegetables (fresh market/transplant);Carrots: all qualities - prices per 100 kg;4195000;254,1;9,706
2006;Germany;DE;vegetables;Vegetables (fresh market/transplant);Cauliflowers: all qualities - prices per 100 kg;4110000;397,0;9,706
2006;Germany;DE;vegetables;Vegetables (fresh market/transplant);Courgettes - prices per 100 kg;4199911;432,9;9,706
2006;Germany;DE;vegetables;Vegetables (fresh market/transplant);Cucumbers in the open: all qualities - prices per 100 kg;4194100;274,6;9,706
2006;Germany;DE;vegetables;Vegetables (fresh market/transplant);Cucumbers under glass: all qualities - prices per 100 kg;4194200;493,0;9,706
2006;Germany;DE;vegetables;Vegetables (fresh market/transplant);Cultivated mushrooms: all qualities - prices per 100 kg;4199901;2051,4;9,706
2006;Germany;DE;vegetables;Vegetables (fresh market/transplant);Green beans - prices per 100 kg;4197000;730,1;9,706
2006;Germany;DE;vegetables;Vegetables (fresh market/transplant);Green beans: all qualities - prices per 100 kg;4198100;1593,4;9,706
2006;Germany;DE;vegetables;Vegetables (fresh market/transplant);Green peas: all qualities - prices per 100 kg;4199000;1521,6999999999998;9,706
2006;Germany;DE;vegetables;Vegetables (fresh market/transplant);Leeks in the open - prices per 100 kg;4199903;643,0;9,706
2006;Germany;DE;vegetables;Vegetables (fresh market/transplant);Lettuce in the open: all qualities - prices per 100 kg;4192100;706,0;9,706
2006;Germany;DE;vegetables;Vegetables (fresh market/transplant);Lettuce under glass: all qualities - prices per 100 kg;4192200;845,0;9,706
2006;Germany;DE;vegetables;Vegetables (fresh market/transplant);Onions: all qualities - prices per 100 kg;4196000;200,6;9,706
2006;Germany;DE;vegetables;Vegetables (fresh market/transplant);Red cabbage: all qualities - prices per 100 kg;4191200;207,3;9,706
2006;Germany;DE;vegetables;Vegetables (fresh market/transplant);Savoy cabbage: all qualities - prices per 100 kg;4191300;273,5;9,706
2006;Germany;DE;vegetables;Vegetables (fresh market/transplant);Spinach - prices per 100 kg;4193000;773,0;9,706
2006;Germany;DE;vegetables;Vegetables (fresh market/transplant);Tomatoes in the open: all qualities - prices per 100 kg;4121000;1028,9;9,706
2006;Germany;DE;vegetables;Vegetables (fresh market/transplant);Tomatoes under glass: all qualities - prices per 100 kg;4122000;1035,8;9,706
2006;Germany;DE;vegetables;Vegetables (fresh market/transplant);White cabbage: all qualities - prices per 100 kg;4191100;200,5;9,706
2006;Greece;EL;arable;Arable (cereals/oilseeds);Barley - prices per 100 kg;1300000;151,9;15,212666666666664
2006;Greece;EL;arable;Arable (cereals/oilseeds);Dessert grapes: all varieties - prices per 100 kg;6410000;645,9000000000001;15,212666666666664
2006;Greece;EL;arable;Arable (cereals/oilseeds);Durum wheat - prices per 100 kg;1120000;140,7;15,212666666666664
2006;Greece;EL;arable;Arable (cereals/oilseeds);Feed barley - prices per 100 kg;1310000;153,6;15,212666666666664
2006;Greece;EL;arable;Arable (cereals/oilseeds);Grapes for wine production - prices per 100 kg;6490000;311,0;15,212666666666664
2006;Greece;EL;arable;Arable (cereals/oilseeds);Maize - prices per 100 kg;1500000;158,6;15,212666666666664
2006;Greece;EL;arable;Arable (cereals/oilseeds);Malting barley - prices per 100 kg;1320000;176,29999999999998;15,212666666666664
2006;Greece;EL;arable;Arable (cereals/oilseeds);Oats - prices per 100 kg;1400000;203,6;15,212666666666664
2006;Greece;EL;arable;Arable (cereals/oilseeds);Soft wheat - prices per 100 kg;1110000;140,7;15,212666666666664
2006;Greece;EL;arable;Arable (cereals/oilseeds);Sunflowers - prices per 100 kg;2120000;162,0;15,212666666666664
2006;Greece;EL;industrial;Specialty industrial crops;Cotton (including seed) - prices per 100 kg;2911000;320,1;15,212666666666664
2006;Greece;EL;industrial;Specialty industrial crops;Raw tobacco: all varieties - prices per 100 kg;2300000;1080,0;15,212666666666664
2006;Greece;EL;orchards;Orchards/Vineyards (perennial);Apricots: all varieties - prices per 100 kg;6199100;607,9;15,212666666666664
2006;Greece;EL;orchards;Orchards/Vineyards (perennial);Dessert apples: all varieties - prices per 100 kg;6110000;525,7;15,212666666666664
2006;Greece;EL;orchards;Orchards/Vineyards (perennial);Dessert pears: all varieties - prices per 100 kg;6120000;1043,4;15,212666666666664
2006;Greece;EL;orchards;Orchards/Vineyards (perennial);Lemons: all varieties - prices per 100 kg;6230000;351,5;15,212666666666664
2006;Greece;EL;orchards;Orchards/Vineyards (perennial);Oranges: all varieties - prices per 100 kg;6210000;189,2;15,212666666666664
2006;Greece;EL;orchards;Orchards/Vineyards (perennial);Peaches: all varieties - prices per 100 kg;6130000;405,3;15,212666666666664
2006;Greece;EL;orchards;Orchards/Vineyards (perennial);Strawberries in the open - prices per 100 kg;6193100;1815,8;15,212666666666664
2006;Greece;EL;orchards;Orchards/Vineyards (perennial);Strawberries: all types of production - prices per 100 kg;6193000;1815,8;15,212666666666664
2006;Greece;EL;rowCrops;Row crops;Beetroot - prices per 100 kg;4199905;764,4;15,212666666666664
2006;Greece;EL;rowCrops;Row crops;Early potatoes - prices per 100 kg;5110000;462,7000000000001;15,212666666666664
2006;Greece;EL;rowCrops;Row crops;Main crop potatoes - prices per 100 kg;5120000;484,5;15,212666666666664
2006;Greece;EL;rowCrops;Row crops;Sugar beet: unit value - prices per 1000 kg;2400000;24,58;15,212666666666664
2006;Greece;EL;vegetables;Vegetables (fresh market/transplant);Asparagus: all qualities - prices per 100 kg;4199910;2443,4;15,212666666666664
2006;Greece;EL;vegetables;Vegetables (fresh market/transplant);Carrots: all qualities - prices per 100 kg;4195000;605,0;15,212666666666664
2006;Greece;EL;vegetables;Vegetables (fresh market/transplant);Cauliflowers: all qualities - prices per 100 kg;4110000;811,2;15,212666666666664
2006;Greece;EL;vegetables;Vegetables (fresh market/transplant);Courgettes - prices per 100 kg;4199911;950,9;15,212666666666664
2006;Greece;EL;vegetables;Vegetables (fresh market/transplant);Cucumbers in the open: all qualities - prices per 100 kg;4194100;595,7;15,212666666666664
2006;Greece;EL;vegetables;Vegetables (fresh market/transplant);Garlic - prices per 100 kg;4199906;1980,4;15,212666666666664
2006;Greece;EL;vegetables;Vegetables (fresh market/transplant);Green beans - prices per 100 kg;4197000;1520,2;15,212666666666664
2006;Greece;EL;vegetables;Vegetables (fresh market/transplant);Green peas: all qualities - prices per 100 kg;4199000;744,8000000000001;15,212666666666664
2006;Greece;EL;vegetables;Vegetables (fresh market/transplant);Leeks in the open - prices per 100 kg;4199903;715,1999999999999;15,212666666666664
2006;Greece;EL;vegetables;Vegetables (fresh market/transplant);Lettuce in the open: all qualities - prices per 100 kg;4192100;1192,8;15,212666666666664
2006;Greece;EL;vegetables;Vegetables (fresh market/transplant);Melons - prices per 100 kg;4199913;360,20000000000005;15,212666666666664
2006;Greece;EL;vegetables;Vegetables (fresh market/transplant);Onions: all qualities - prices per 100 kg;4196000;459,3;15,212666666666664
2006;Greece;EL;vegetables;Vegetables (fresh market/transplant);Spinach - prices per 100 kg;4193000;981,2;15,212666666666664
2006;Greece;EL;vegetables;Vegetables (fresh market/transplant);Tomatoes in the open: all qualities - prices per 100 kg;4121000;502,1;15,212666666666664
2006;Greece;EL;vegetables;Vegetables (fresh market/transplant);Water melons - prices per 100 kg;4199914;260,2;15,212666666666664
2006;Greece;EL;vegetables;Vegetables (fresh market/transplant);White cabbage: all qualities - prices per 100 kg;4191100;356,4;15,212666666666664
2006;Hungary;HU;arable;Arable (cereals/oilseeds);Barley - prices per 100 kg;1300000;95,5;10,629083333333334
2006;Hungary;HU;arable;Arable (cereals/oilseeds);Dessert grapes: all varieties - prices per 100 kg;6410000;359,90000000000003;10,629083333333334
2006;Hungary;HU;arable;Arable (cereals/oilseeds);Durum wheat - prices per 100 kg;1120000;115,4;10,629083333333334
2006;Hungary;HU;arable;Arable (cereals/oilseeds);Feed barley - prices per 100 kg;1310000;87,4;10,629083333333334
2006;Hungary;HU;arable;Arable (cereals/oilseeds);Maize - prices per 100 kg;1500000;99,1;10,629083333333334
2006;Hungary;HU;arable;Arable (cereals/oilseeds);Malting barley - prices per 100 kg;1320000;113,4;10,629083333333334
2006;Hungary;HU;arable;Arable (cereals/oilseeds);Oats - prices per 100 kg;1400000;83,4;10,629083333333334
2006;Hungary;HU;arable;Arable (cereals/oilseeds);Rape - prices per 100 kg;2110000;213,5;10,629083333333334
2006;Hungary;HU;arable;Arable (cereals/oilseeds);Rye - prices per 100 kg;1200000;76,10000000000001;10,629083333333334
2006;Hungary;HU;arable;Arable (cereals/oilseeds);Soft wheat - prices per 100 kg;1110000;99,5;10,629083333333334
2006;Hungary;HU;arable;Arable (cereals/oilseeds);Soya - prices per 100 kg;2130000;196,2;10,629083333333334
2006;Hungary;HU;arable;Arable (cereals/oilseeds);Sunflowers - prices per 100 kg;2120000;200,3;10,629083333333334
2006;Hungary;HU;industrial;Specialty industrial crops;Raw tobacco: all varieties - prices per 100 kg;2300000;473,2;10,629083333333334
2006;Hungary;HU;orchards;Orchards/Vineyards (perennial);Blackcurrants - prices per 100 kg;6199300;179,89999999999998;10,629083333333334
2006;Hungary;HU;orchards;Orchards/Vineyards (perennial);Dessert apples: all varieties - prices per 100 kg;6110000;221,1;10,629083333333334
2006;Hungary;HU;orchards;Orchards/Vineyards (perennial);Dessert pears: all varieties - prices per 100 kg;6120000;396,4;10,629083333333334
2006;Hungary;HU;orchards;Orchards/Vineyards (perennial);Peaches: all varieties - prices per 100 kg;6130000;359,20000000000005;10,629083333333334
2006;Hungary;HU;orchards;Orchards/Vineyards (perennial);Plums: all varieties  - prices per 100 kg;6192000;176,0;10,629083333333334
2006;Hungary;HU;orchards;Orchards/Vineyards (perennial);Raspberries - prices per 100 kg;6199200;1241,2;10,629083333333334
2006;Hungary;HU;orchards;Orchards/Vineyards (perennial);Strawberries in the open - prices per 100 kg;6193100;1738,4;10,629083333333334
2006;Hungary;HU;orchards;Orchards/Vineyards (perennial);Strawberries under glass - prices per 100 kg;6193200;1674,9;10,629083333333334
2006;Hungary;HU;orchards;Orchards/Vineyards (perennial);Strawberries: all types of production - prices per 100 kg;6193000;1721,8000000000002;10,629083333333334
2006;Hungary;HU;rowCrops;Row crops;Early potatoes - prices per 100 kg;5110000;316,5;10,629083333333334
2006;Hungary;HU;rowCrops;Row crops;Main crop potatoes - prices per 100 kg;5120000;191,3;10,629083333333334
2006;Hungary;HU;rowCrops;Row crops;Sugar beet: unit value - prices per 1000 kg;2400000;36,29;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);Asparagus: all qualities - prices per 100 kg;4199910;1256,4;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);Capsicum (under glass) - prices per 100 kg;4199904;643,5;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);Carrots: all qualities - prices per 100 kg;4195000;226,4;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);Cauliflowers: all qualities - prices per 100 kg;4110000;346,70000000000005;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);Cucumbers in the open: all qualities - prices per 100 kg;4194100;401,8;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);Cucumbers under glass: all qualities - prices per 100 kg;4194200;482,4;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);Cultivated mushrooms: all qualities - prices per 100 kg;4199901;1096,9;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);Garlic - prices per 100 kg;4199906;1145,4;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);Green beans - prices per 100 kg;4197000;577,2;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);Green peas: all qualities - prices per 100 kg;4199000;537,7;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);Leeks in the open - prices per 100 kg;4199903;1073,9;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);Lettuce in the open: all qualities - prices per 100 kg;4192100;667,3000000000001;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);Lettuce under glass: all qualities - prices per 100 kg;4192200;803,6;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);Melons - prices per 100 kg;4199913;343,0;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);Onions: all qualities - prices per 100 kg;4196000;225,3;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);Red cabbage: all qualities - prices per 100 kg;4191200;211,4;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);Savoy cabbage: all qualities - prices per 100 kg;4191300;269,1;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);Spinach - prices per 100 kg;4193000;811,4;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);Tomatoes in the open: all qualities - prices per 100 kg;4121000;681,0;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);Tomatoes under glass: all qualities - prices per 100 kg;4122000;785,6999999999999;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);Water melons - prices per 100 kg;4199914;158,2;10,629083333333334
2006;Hungary;HU;vegetables;Vegetables (fresh market/transplant);White cabbage: all qualities - prices per 100 kg;4191100;228,1;10,629083333333334
2006;Ireland;IE;arable;Arable (cereals/oilseeds);Oats - prices per 100 kg;1400000;128,3;10,654166666666669
2006;Ireland;IE;arable;Arable (cereals/oilseeds);Soft wheat - prices per 100 kg;1110000;121,8;10,654166666666669
2006;Ireland;IE;vegetables;Vegetables (fresh market/transplant);Carrots: all qualities - prices per 100 kg;4195000;427,0;10,654166666666669
2006;Ireland;IE;vegetables;Vegetables (fresh market/transplant);Cauliflowers: all qualities - prices per 100 kg;4110000;640,6;10,654166666666669
2006;Ireland;IE;vegetables;Vegetables (fresh market/transplant);Cultivated mushrooms: all qualities - prices per 100 kg;4199901;2311,3;10,654166666666669
2006;Ireland;IE;vegetables;Vegetables (fresh market/transplant);Lettuce under glass: all qualities - prices per 100 kg;4192200;1989,9;10,654166666666669
2006;Ireland;IE;vegetables;Vegetables (fresh market/transplant);Tomatoes under glass: all qualities - prices per 100 kg;4122000;2140,7;10,654166666666669
2006;Italy;IT;arable;Arable (cereals/oilseeds);Durum wheat - prices per 100 kg;1120000;161,1;13,787333333333336
2006;Italy;IT;arable;Arable (cereals/oilseeds);Maize - prices per 100 kg;1500000;137,4;13,787333333333336
2006;Italy;IT;arable;Arable (cereals/oilseeds);Oats - prices per 100 kg;1400000;158,9;13,787333333333336
2006;Italy;IT;arable;Arable (cereals/oilseeds);Soft wheat - prices per 100 kg;1110000;144,5;13,787333333333336
2006;Italy;IT;orchards;Orchards/Vineyards (perennial);Dessert apples: all varieties - prices per 100 kg;6110000;330,0;13,787333333333336
2006;Italy;IT;orchards;Orchards/Vineyards (perennial);Lemons: all varieties - prices per 100 kg;6230000;384,0;13,787333333333336
2006;Italy;IT;orchards;Orchards/Vineyards (perennial);Oranges: all varieties - prices per 100 kg;6210000;320,3;13,787333333333336
2006;Italy;IT;rowCrops;Row crops;Main crop potatoes - prices per 100 kg;5120000;327,29999999999995;13,787333333333336
2006;Italy;IT;vegetables;Vegetables (fresh market/transplant);Tomatoes in the open: all qualities - prices per 100 kg;4121000;654,5999999999999;13,787333333333336
2006;Latvia;LV;arable;Arable (cereals/oilseeds);Barley - prices per 100 kg;1300000;95,9;6,970583333333334
2006;Latvia;LV;arable;Arable (cereals/oilseeds);Feed barley - prices per 100 kg;1310000;95,9;6,970583333333334
2006;Latvia;LV;arable;Arable (cereals/oilseeds);Malting barley - prices per 100 kg;1320000;94,5;6,970583333333334
2006;Latvia;LV;arable;Arable (cereals/oilseeds);Oats - prices per 100 kg;1400000;85,0;6,970583333333334
2006;Latvia;LV;arable;Arable (cereals/oilseeds);Rape - prices per 100 kg;2110000;233,8;6,970583333333334
2006;Latvia;LV;arable;Arable (cereals/oilseeds);Rye - prices per 100 kg;1200000;95,8;6,970583333333334
2006;Latvia;LV;arable;Arable (cereals/oilseeds);Soft wheat - prices per 100 kg;1110000;111,7;6,970583333333334
2006;Latvia;LV;orchards;Orchards/Vineyards (perennial);Blackcurrants - prices per 100 kg;6199300;728,7;6,970583333333334
2006;Latvia;LV;orchards;Orchards/Vineyards (perennial);Dessert apples: all varieties - prices per 100 kg;6110000;180,7;6,970583333333334
2006;Latvia;LV;orchards;Orchards/Vineyards (perennial);Dessert pears: all varieties - prices per 100 kg;6120000;520,1;6,970583333333334
2006;Latvia;LV;orchards;Orchards/Vineyards (perennial);Plums: all varieties  - prices per 100 kg;6192000;394,9;6,970583333333334
2006;Latvia;LV;orchards;Orchards/Vineyards (perennial);Raspberries - prices per 100 kg;6199200;2374,2;6,970583333333334
2006;Latvia;LV;orchards;Orchards/Vineyards (perennial);Strawberries: all types of production - prices per 100 kg;6193000;1431,8000000000002;6,970583333333334
2006;Latvia;LV;rowCrops;Row crops;Beetroot - prices per 100 kg;4199905;140,9;6,970583333333334
2006;Latvia;LV;rowCrops;Row crops;Main crop potatoes - prices per 100 kg;5120000;120,5;6,970583333333334
2006;Latvia;LV;rowCrops;Row crops;Sugar beet: unit value - prices per 1000 kg;2400000;31,79;6,970583333333334
2006;Latvia;LV;vegetables;Vegetables (fresh market/transplant);Carrots: all qualities - prices per 100 kg;4195000;123,8;6,970583333333334
2006;Latvia;LV;vegetables;Vegetables (fresh market/transplant);Cauliflowers: all qualities - prices per 100 kg;4110000;465,8;6,970583333333334
2006;Latvia;LV;vegetables;Vegetables (fresh market/transplant);Cucumbers under glass: all qualities - prices per 100 kg;4194200;729,4;6,970583333333334
2006;Latvia;LV;vegetables;Vegetables (fresh market/transplant);Cultivated mushrooms: all qualities - prices per 100 kg;4199901;1121,4;6,970583333333334
2006;Latvia;LV;vegetables;Vegetables (fresh market/transplant);Garlic - prices per 100 kg;4199906;2703,5;6,970583333333334
2006;Latvia;LV;vegetables;Vegetables (fresh market/transplant);Green peas: all qualities - prices per 100 kg;4199000;794,2;6,970583333333334
2006;Latvia;LV;vegetables;Vegetables (fresh market/transplant);Leeks in the open - prices per 100 kg;4199903;449,3;6,970583333333334
2006;Latvia;LV;vegetables;Vegetables (fresh market/transplant);Lettuce under glass: all qualities - prices per 100 kg;4192200;1459,8;6,970583333333334
2006;Latvia;LV;vegetables;Vegetables (fresh market/transplant);Onions: all qualities - prices per 100 kg;4196000;209,1;6,970583333333334
2006;Latvia;LV;vegetables;Vegetables (fresh market/transplant);Tomatoes under glass: all qualities - prices per 100 kg;4122000;900,1999999999999;6,970583333333334
2006;Latvia;LV;vegetables;Vegetables (fresh market/transplant);White cabbage: all qualities - prices per 100 kg;4191100;140,5;6,970583333333334
2006;Lithuania;LT;arable;Arable (cereals/oilseeds);Barley - prices per 100 kg;1300000;106,2;7,422000000000001
2006;Lithuania;LT;arable;Arable (cereals/oilseeds);Feed barley - prices per 100 kg;1310000;104,9;7,422000000000001
2006;Lithuania;LT;arable;Arable (cereals/oilseeds);Maize - prices per 100 kg;1500000;149,2;7,422000000000001
2006;Lithuania;LT;arable;Arable (cereals/oilseeds);Malting barley - prices per 100 kg;1320000;120,9;7,422000000000001
2006;Lithuania;LT;arable;Arable (cereals/oilseeds);Oats - prices per 100 kg;1400000;86,30000000000001;7,422000000000001
2006;Lithuania;LT;arable;Arable (cereals/oilseeds);Rape - prices per 100 kg;2110000;243,8;7,422000000000001
2006;Lithuania;LT;arable;Arable (cereals/oilseeds);Rye - prices per 100 kg;1200000;108,8;7,422000000000001
2006;Lithuania;LT;arable;Arable (cereals/oilseeds);Soft wheat - prices per 100 kg;1110000;128,7;7,422000000000001
2006;Lithuania;LT;orchards;Orchards/Vineyards (perennial);Blackcurrants - prices per 100 kg;6199300;807,8;7,422000000000001
2006;Lithuania;LT;orchards;Orchards/Vineyards (perennial);Dessert apples: all varieties - prices per 100 kg;6110000;103,8;7,422000000000001
2006;Lithuania;LT;orchards;Orchards/Vineyards (perennial);Plums: all varieties  - prices per 100 kg;6192000;359,4;7,422000000000001
2006;Lithuania;LT;orchards;Orchards/Vineyards (perennial);Raspberries - prices per 100 kg;6199200;2402,7000000000003;7,422000000000001
2006;Lithuania;LT;orchards;Orchards/Vineyards (perennial);Strawberries: all types of production - prices per 100 kg;6193000;869,7;7,422000000000001
2006;Lithuania;LT;rowCrops;Row crops;Beetroot - prices per 100 kg;4199905;167,89999999999998;7,422000000000001
2006;Lithuania;LT;rowCrops;Row crops;Early potatoes - prices per 100 kg;5110000;282,9;7,422000000000001
2006;Lithuania;LT;rowCrops;Row crops;Main crop potatoes - prices per 100 kg;5120000;224,5;7,422000000000001
2006;Lithuania;LT;rowCrops;Row crops;Sugar beet: unit value - prices per 1000 kg;2400000;35,13;7,422000000000001
2006;Lithuania;LT;vegetables;Vegetables (fresh market/transplant);Capsicum (under glass) - prices per 100 kg;4199904;771,7;7,422000000000001
2006;Lithuania;LT;vegetables;Vegetables (fresh market/transplant);Carrots: all qualities - prices per 100 kg;4195000;210,4;7,422000000000001
2006;Lithuania;LT;vegetables;Vegetables (fresh market/transplant);Cauliflowers: all qualities - prices per 100 kg;4110000;465,5;7,422000000000001
2006;Lithuania;LT;vegetables;Vegetables (fresh market/transplant);Courgettes - prices per 100 kg;4199911;451,8;7,422000000000001
2006;Lithuania;LT;vegetables;Vegetables (fresh market/transplant);Cucumbers in the open: all qualities - prices per 100 kg;4194100;364,2000000000001;7,422000000000001
2006;Lithuania;LT;vegetables;Vegetables (fresh market/transplant);Cucumbers under glass: all qualities - prices per 100 kg;4194200;675,6;7,422000000000001
2006;Lithuania;LT;vegetables;Vegetables (fresh market/transplant);Cultivated mushrooms: all qualities - prices per 100 kg;4199901;1256,7;7,422000000000001
2006;Lithuania;LT;vegetables;Vegetables (fresh market/transplant);Garlic - prices per 100 kg;4199906;1718,7;7,422000000000001
2006;Lithuania;LT;vegetables;Vegetables (fresh market/transplant);Leeks in the open - prices per 100 kg;4199903;566,8;7,422000000000001
2006;Lithuania;LT;vegetables;Vegetables (fresh market/transplant);Lettuce in the open: all qualities - prices per 100 kg;4192100;970,3;7,422000000000001
2006;Lithuania;LT;vegetables;Vegetables (fresh market/transplant);Lettuce under glass: all qualities - prices per 100 kg;4192200;1577,9;7,422000000000001
2006;Lithuania;LT;vegetables;Vegetables (fresh market/transplant);Onions: all qualities - prices per 100 kg;4196000;177,89999999999998;7,422000000000001
2006;Lithuania;LT;vegetables;Vegetables (fresh market/transplant);Red cabbage: all qualities - prices per 100 kg;4191200;254,7;7,422000000000001
2006;Lithuania;LT;vegetables;Vegetables (fresh market/transplant);Tomatoes in the open: all qualities - prices per 100 kg;4121000;509,4;7,422000000000001
2006;Lithuania;LT;vegetables;Vegetables (fresh market/transplant);Tomatoes under glass: all qualities - prices per 100 kg;4122000;757,0;7,422000000000001
2006;Lithuania;LT;vegetables;Vegetables (fresh market/transplant);White cabbage: all qualities - prices per 100 kg;4191100;169,89999999999998;7,422000000000001
2006;Luxembourg;LU;arable;Arable (cereals/oilseeds);Barley - prices per 100 kg;1300000;102,1;10,730333333333334
2006;Luxembourg;LU;arable;Arable (cereals/oilseeds);Feed barley - prices per 100 kg;1310000;93,8;10,730333333333334
2006;Luxembourg;LU;arable;Arable (cereals/oilseeds);Grapes for wine production - prices per 100 kg;6490000;1041,0;10,730333333333334
2006;Luxembourg;LU;arable;Arable (cereals/oilseeds);Maize - prices per 100 kg;1500000;94,0;10,730333333333334
2006;Luxembourg;LU;arable;Arable (cereals/oilseeds);Malting barley - prices per 100 kg;1320000;117,5;10,730333333333334
2006;Luxembourg;LU;arable;Arable (cereals/oilseeds);Oats - prices per 100 kg;1400000;87,5;10,730333333333334
2006;Luxembourg;LU;arable;Arable (cereals/oilseeds);Rape - prices per 100 kg;2110000;218,6;10,730333333333334
2006;Luxembourg;LU;arable;Arable (cereals/oilseeds);Rye - prices per 100 kg;1200000;101,2;10,730333333333334
2006;Luxembourg;LU;arable;Arable (cereals/oilseeds);Soft wheat - prices per 100 kg;1110000;126,3;10,730333333333334
2006;Luxembourg;LU;orchards;Orchards/Vineyards (perennial);Dessert apples: all varieties - prices per 100 kg;6110000;1000,0;10,730333333333334
2006;Luxembourg;LU;orchards;Orchards/Vineyards (perennial);Dessert pears: all varieties - prices per 100 kg;6120000;1150,0;10,730333333333334
2006;Luxembourg;LU;orchards;Orchards/Vineyards (perennial);Plums: all varieties  - prices per 100 kg;6192000;950,0;10,730333333333334
2006;Luxembourg;LU;orchards;Orchards/Vineyards (perennial);Strawberries: all types of production - prices per 100 kg;6193000;3600,0;10,730333333333334
2006;Luxembourg;LU;rowCrops;Row crops;Main crop potatoes - prices per 100 kg;5120000;403,3;10,730333333333334
2006;Luxembourg;LU;vegetables;Vegetables (fresh market/transplant);Carrots: all qualities - prices per 100 kg;4195000;1830,0;10,730333333333334
2006;Luxembourg;LU;vegetables;Vegetables (fresh market/transplant);Leeks in the open - prices per 100 kg;4199903;2300,0;10,730333333333334
2006;Luxembourg;LU;vegetables;Vegetables (fresh market/transplant);Lettuce in the open: all qualities - prices per 100 kg;4192100;3710,0;10,730333333333334
2006;Luxembourg;LU;vegetables;Vegetables (fresh market/transplant);Tomatoes under glass: all qualities - prices per 100 kg;4122000;2385,0;10,730333333333334
