year,country,geo,category_key,category_label,top_crop,prod_code,price_eur_t
2021,Sweden,SE,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,544.0
2021,Sweden,SE,orchards,Orchards/Vineyards (perennial),Strawberries in the open - prices per 100 kg,06193100,2972.7999999999997
2021,Sweden,SE,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,05120000,268.09999999999997
2021,Sweden,SE,vegetables,Vegetables (fresh market/transplant),Tomatoes under glass: all qualities - prices per 100 kg,04122000,1244.6
2021,Slovenia,SI,arable,Arable (cereals/oilseeds),Grapes for wine production - prices per 100 kg,06490000,566.7
2021,Slovenia,SI,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,02920000,6873.5
2021,Slovenia,SI,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,4527.6
2021,Slovenia,SI,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,486.4
2021,Slovenia,SI,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,04199906,6585.599999999999
2021,Slovakia,SK,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,940.4000000000001
2021,Slovakia,SK,orchards,Orchards/Vineyards (perennial),Strawberries in the open - prices per 100 kg,06193100,2361.2
2021,Slovakia,SK,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,345.09999999999997
2021,Slovakia,SK,vegetables,Vegetables (fresh market/transplant),Cucumbers in the open: all qualities - prices per 100 kg,04194100,1027.7
2022,Austria,AT,arable,Arable (cereals/oilseeds),Grapes for wine production - prices per 100 kg,06490000,611.4
2022,Austria,AT,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,02920000,9370.0
2022,Austria,AT,orchards,Orchards/Vineyards (perennial),Strawberries in the open - prices per 100 kg,06193100,6010.2
2022,Austria,AT,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,275.5
2022,Belgium,BE,arable,Arable (cereals/oilseeds),Soft wheat - prices per 100 kg,01110000,321.1
2022,Belgium,BE,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,02920000,5504.2
2022,Belgium,BE,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,9459.0
2022,Belgium,BE,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,279.8
2022,Belgium,BE,vegetables,Vegetables (fresh market/transplant),Cultivated mushrooms: all qualities - prices per 100 kg,04199901,2169.3
2022,Bulgaria,BG,arable,Arable (cereals/oilseeds),Soya - prices per 100 kg,02130000,661.9
2022,Bulgaria,BG,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,02920000,7771.799999999999
2022,Bulgaria,BG,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,2134.5
2022,Bulgaria,BG,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,05120000,277.0
2022,Bulgaria,BG,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,04199906,2218.3
2022,Cyprus,CY,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,836.3
2022,Cyprus,CY,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,2121.6
2022,Cyprus,CY,rowCrops,Row crops,Beetroot - prices per 100 kg,04199905,519.4
2022,Cyprus,CY,vegetables,Vegetables (fresh market/transplant),Cultivated mushrooms: all qualities - prices per 100 kg,04199901,2729.4
2022,Czechia,CZ,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,697.3000000000001
2022,Czechia,CZ,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,02920000,10539.0
2022,Czechia,CZ,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,4886.8
2022,Czechia,CZ,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,441.70000000000005
2022,Czechia,CZ,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,04199906,4037.3
2022,Germany,DE,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,1732.8
2022,Germany,DE,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,02920000,6530.0
2022,Germany,DE,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,8815.800000000001
2022,Germany,DE,rowCrops,Row crops,Beetroot - prices per 100 kg,04199905,490.0
2022,Germany,DE,vegetables,Vegetables (fresh market/transplant),Asparagus: all qualities - prices per 100 kg,04199910,5070.400000000001
2022,Denmark,DK,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,578.6999999999999
2022,Denmark,DK,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,11131.0
2022,Denmark,DK,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,05120000,309.7
2022,Denmark,DK,vegetables,Vegetables (fresh market/transplant),Tomatoes under glass: all qualities - prices per 100 kg,04122000,2607.0
2022,Estonia,EE,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,682.8
2022,Greece,EL,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,857.3000000000001
2022,Greece,EL,industrial,Specialty industrial crops,Raw tobacco: all varieties - prices per 100 kg,02300000,3642.0
2022,Greece,EL,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,2653.8999999999996
2022,Greece,EL,rowCrops,Row crops,Beetroot - prices per 100 kg,04199905,824.5999999999999
2022,Greece,EL,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,04199906,4099.8
2022,Spain,ES,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,758.1
