year,country,geo,category_key,category_label,product,prod_code,price_eur_tonne,Humidity(%),Moisture(%),Soil Type,Nitrogen(mg/Kg),Potassium(mg/Kg),Phosphorous(mg/Kg),cost_eur_tonne
2000,Austria,AT,arable,Arable (cereals/oilseeds),Soya - prices per 100 kg,2130000,181.2,55,40,Loamy,35,130,50,125.76
2000,Austria,AT,vegetables,Vegetables (fresh market/transplant),Red cabbage: all qualities - prices per 100 kg,4191200,177.3,55,40,Loamy,35,130,50,122.74
2000,Austria,AT,rowCrops,Row crops,Early potatoes - prices per 100 kg,5110000,159.9,55,40,Loamy,35,130,50,106.21
2000,Austria,AT,arable,Arable (cereals/oilseeds),Sunflowers - prices per 100 kg,2120000,149,55,40,Loamy,35,130,50,103.41
2000,Austria,AT,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,2110000,145.7,55,40,Loamy,35,130,50,101.12
2000,Austria,AT,vegetables,Vegetables (fresh market/transplant),Savoy cabbage: all qualities - prices per 100 kg,4191300,140.3,55,40,Loamy,35,130,50,97.12
2000,Austria,AT,vegetables,Vegetables (fresh market/transplant),White cabbage: all qualities - prices per 100 kg,4191100,138.8,55,40,Loamy,35,130,50,96.09
2000,Austria,AT,arable,Arable (cereals/oilseeds),Durum wheat - prices per 100 kg,1120000,124.8,55,40,Loamy,35,130,50,86.62
2000,Austria,AT,arable,Arable (cereals/oilseeds),Malting barley - prices per 100 kg,1320000,113.3,55,40,Loamy,35,130,50,78.63
2000,Austria,AT,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,5120000,111.3,55,40,Loamy,35,130,50,73.93
2000,Austria,AT,arable,Arable (cereals/oilseeds),Soft wheat - prices per 100 kg,1110000,110.5,55,40,Loamy,35,130,50,76.69
2000,Austria,AT,arable,Arable (cereals/oilseeds),Maize - prices per 100 kg,1500000,110.4,55,40,Loamy,35,130,50,76.62
2000,Austria,AT,arable,Arable (cereals/oilseeds),Rye - prices per 100 kg,1200000,108.6,55,40,Loamy,35,130,50,75.37
2000,Austria,AT,vegetables,Vegetables (fresh market/transplant),Onions: all qualities - prices per 100 kg,4196000,104.6,55,40,Loamy,35,130,50,72.41
2000,Austria,AT,arable,Arable (cereals/oilseeds),Feed barley - prices per 100 kg,1310000,97.5,55,40,Loamy,35,130,50,67.67
2000,Austria,AT,arable,Arable (cereals/oilseeds),Oats - prices per 100 kg,1400000,95.4,55,40,Loamy,35,130,50,66.21
2000,Austria,AT,rowCrops,Row crops,Sugar beet: unit value - prices per 1000 kg,2400000,49.86,55,40,Loamy,35,130,50,30.2
2000,Belgium,BE,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,2920000,4418.5,50,35,Loamy Sand,30,120,45,3064.59
2000,Belgium,BE,vegetables,Vegetables (fresh market/transplant),Green beans: all qualities - prices per 100 kg,4198100,1613.8,50,35,Loamy Sand,30,120,45,1117.16
2000,Belgium,BE,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,6193000,1495.5,50,35,Loamy Sand,30,120,45,1001.74
2000,Belgium,BE,vegetables,Vegetables (fresh market/transplant),Capsicum (under glass) - prices per 100 kg,4199904,1306.6,50,35,Loamy Sand,30,120,45,904.5
2000,Belgium,BE,industrial,Specialty industrial crops,Raw tobacco: all varieties - prices per 100 kg,2300000,1211,50,35,Loamy Sand,30,120,45,839.93
2000,Belgium,BE,vegetables,Vegetables (fresh market/transplant),Tomatoes under glass: all qualities - prices per 100 kg,4122000,879.5,50,35,Loamy Sand,30,120,45,608.84
2000,Belgium,BE,vegetables,Vegetables (fresh market/transplant),Lettuce under glass: all qualities - prices per 100 kg,4192200,788.8,50,35,Loamy Sand,30,120,45,546.05
2000,Belgium,BE,orchards,Orchards/Vineyards (perennial),Dessert pears: all varieties - prices per 100 kg,6120000,502,50,35,Loamy Sand,30,120,45,336.26
2000,Belgium,BE,vegetables,Vegetables (fresh market/transplant),Cauliflowers: all qualities - prices per 100 kg,4110000,402.1,50,35,Loamy Sand,30,120,45,278.36
2000,Belgium,BE,vegetables,Vegetables (fresh market/transplant),Lettuce in the open: all qualities - prices per 100 kg,4192100,360.7,50,35,Loamy Sand,30,120,45,249.7
2000,Belgium,BE,vegetables,Vegetables (fresh market/transplant),Leeks in the open - prices per 100 kg,4199903,310.1,50,35,Loamy Sand,30,120,45,214.67
2000,Belgium,BE,orchards,Orchards/Vineyards (perennial),Dessert apples: all varieties - prices per 100 kg,6110000,245.2,50,35,Loamy Sand,30,120,45,164.24
2000,Belgium,BE,rowCrops,Row crops,Early potatoes - prices per 100 kg,5110000,198.8,50,35,Loamy Sand,30,120,45,132.05
2000,Belgium,BE,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,2110000,163.7,50,35,Loamy Sand,30,120,45,113.61
2000,Belgium,BE,arable,Arable (cereals/oilseeds),Oats - prices per 100 kg,1400000,126.7,50,35,Loamy Sand,30,120,45,87.93
2000,Belgium,BE,vegetables,Vegetables (fresh market/transplant),Onions: all qualities - prices per 100 kg,4196000,123.2,50,35,Loamy Sand,30,120,45,85.29
2000,Belgium,BE,arable,Arable (cereals/oilseeds),Soft wheat - prices per 100 kg,1110000,110.6,50,35,Loamy Sand,30,120,45,76.76
2000,Belgium,BE,arable,Arable (cereals/oilseeds),Barley - prices per 100 kg,1300000,103.4,50,35,Loamy Sand,30,120,45,71.76
2000,Belgium,BE,arable,Arable (cereals/oilseeds),Rye - prices per 100 kg,1200000,91.9,50,35,Loamy Sand,30,120,45,63.78
2000,Belgium,BE,rowCrops,Row crops,Sugar beet: unit value - prices per 1000 kg,2400000,44.35,50,35,Loamy Sand,30,120,45,26.86
2000,Belgium,BE,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,5120000,41.2,50,35,Loamy Sand,30,120,45,27.37
2000,Bulgaria,BG,industrial,Specialty industrial crops,Raw tobacco: all varieties - prices per 100 kg,2300000,1421.7,58,38,Loamy,32,125,48,986.06
2000,Bulgaria,BG,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,6199200,948.1,58,38,Loamy,32,125,48,635.07
2000,Bulgaria,BG,vegetables,Vegetables (fresh market/transplant),Cultivated mushrooms: all qualities - prices per 100 kg,4199901,908.8,58,38,Loamy,32,125,48,629.12
2000,Bulgaria,BG,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,4199906,528.3,58,38,Loamy,32,125,48,365.72
2000,Bulgaria,BG,vegetables,Vegetables (fresh market/transplant),Cucumbers under glass: all qualities - prices per 100 kg,4194200,443.5,58,38,Loamy,32,125,48,307.02
2000,Bulgaria,BG,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,6193000,439.6,58,38,Loamy,32,125,48,294.46
2000,Bulgaria,BG,industrial,Specialty industrial crops,Cotton (including seed) - prices per 100 kg,2911000,315,58,38,Loamy,32,125,48,218.48
2000,Bulgaria,BG,vegetables,Vegetables (fresh market/transplant),Cucumbers in the open: all qualities - prices per 100 kg,4194100,261.4,58,38,Loamy,32,125,48,180.96
2000,Bulgaria,BG,orchards,Orchards/Vineyards (perennial),Apricots: all varieties - prices per 100 kg,6199100,260.5,58,38,Loamy,32,125,48,174.49
2000,Bulgaria,BG,vegetables,Vegetables (fresh market/transplant),Onions: all qualities - prices per 100 kg,4196000,227.6,58,38,Loamy,32,125,48,157.56
2000,Bulgaria,BG,arable,Arable (cereals/oilseeds),Grapes for wine production - prices per 100 kg,6490000,225,58,38,Loamy,32,125,48,156.16
2000,Bulgaria,BG,arable,Arable (cereals/oilseeds),Soya - prices per 100 kg,2130000,208.1,58,38,Loamy,32,125,48,144.43
2000,Bulgaria,BG,vegetables,Vegetables (fresh market/transplant),Tomatoes under glass: all qualities - prices per 100 kg,4122000,206.5,58,38,Loamy,32,125,48,142.95
2000,Bulgaria,BG,vegetables,Vegetables (fresh market/transplant),Green beans - prices per 100 kg,4197000,202.4,58,38,Loamy,32,125,48,140.11
2000,Bulgaria,BG,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,5120000,178.4,58,38,Loamy,32,125,48,118.5
2000,Bulgaria,BG,arable,Arable (cereals/oilseeds),Sunflowers - prices per 100 kg,2120000,152.5,58,38,Loamy,32,125,48,105.84
2000,Bulgaria,BG,vegetables,Vegetables (fresh market/transplant),White cabbage: all qualities - prices per 100 kg,4191100,150.4,58,38,Loamy,32,125,48,104.12
2000,Bulgaria,BG,vegetables,Vegetables (fresh market/transplant),Green peas: all qualities - prices per 100 kg,4199000,137.5,58,38,Loamy,32,125,48,95.19
2000,Bulgaria,BG,vegetables,Vegetables (fresh market/transplant),Carrots: all qualities - prices per 100 kg,4195000,135.9,58,38,Loamy,32,125,48,94.08
2000,Bulgaria,BG,vegetables,Vegetables (fresh market/transplant),Water melons - prices per 100 kg,4199914,134.8,58,38,Loamy,32,125,48,93.32
2000,Bulgaria,BG,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,2110000,119.6,58,38,Loamy,32,125,48,83.01
2000,Bulgaria,BG,orchards,Orchards/Vineyards (perennial),Peaches: all varieties - prices per 100 kg,6130000,115.4,58,38,Loamy,32,125,48,77.3
2000,Bulgaria,BG,orchards,Orchards/Vineyards (perennial),Dessert pears: all varieties - prices per 100 kg,6120000,106.7,58,38,Loamy,32,125,48,71.47
2000,Bulgaria,BG,arable,Arable (cereals/oilseeds),Durum wheat - prices per 100 kg,1120000,105.9,58,38,Loamy,32,125,48,73.5
2000,Bulgaria,BG,orchards,Orchards/Vineyards (perennial),Plums: all varieties  - prices per 100 kg,6192000,103.8,58,38,Loamy,32,125,48,69.53
2000,Bulgaria,BG,arable,Arable (cereals/oilseeds),Maize - prices per 100 kg,1500000,97.6,58,38,Loamy,32,125,48,67.74
2000,Bulgaria,BG,arable,Arable (cereals/oilseeds),Soft wheat - prices per 100 kg,1110000,93.9,58,38,Loamy,32,125,48,65.17
2000,Bulgaria,BG,arable,Arable (cereals/oilseeds),Rye - prices per 100 kg,1200000,91,58,38,Loamy,32,125,48,63.16
2000,Bulgaria,BG,arable,Arable (cereals/oilseeds),Malting barley - prices per 100 kg,1320000,88.7,58,38,Loamy,32,125,48,61.56
2000,Bulgaria,BG,arable,Arable (cereals/oilseeds),Barley - prices per 100 kg,1300000,86.3,58,38,Loamy,32,125,48,59.89
2000,Bulgaria,BG,arable,Arable (cereals/oilseeds),Feed barley - prices per 100 kg,1310000,83.9,58,38,Loamy,32,125,48,58.23
2000,Bulgaria,BG,arable,Arable (cereals/oilseeds),Oats - prices per 100 kg,1400000,80,58,38,Loamy,32,125,48,55.52
2000,Bulgaria,BG,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,6410000,73.8,58,38,Loamy,32,125,48,51.22
2000,Bulgaria,BG,orchards,Orchards/Vineyards (perennial),Dessert apples: all varieties - prices per 100 kg,6110000,68.6,58,38,Loamy,32,125,48,45.95
2000,Bulgaria,BG,vegetables,Vegetables (fresh market/transplant),Tomatoes in the open: all qualities - prices per 100 kg,4121000,58.7,58,38,Loamy,32,125,48,40.64
2000,Bulgaria,BG,rowCrops,Row crops,Sugar beet: unit value - prices per 1000 kg,2400000,25.49,58,38,Loamy,32,125,48,15.44
2000,Czechia,CZ,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,2920000,3689.9,60,42,Clay Loam,30,120,45,2559.25
2000,Czechia,CZ,vegetables,Vegetables (fresh market/transplant),Cultivated mushrooms: all qualities - prices per 100 kg,4199901,1274.6,60,42,Clay Loam,30,120,45,882.35
2000,Czechia,CZ,orchards,Orchards/Vineyards (perennial),Blackcurrants - prices per 100 kg,6199300,1146.2,60,42,Clay Loam,30,120,45,767.77
2000,Czechia,CZ,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,4199906,1059.9,60,42,Clay Loam,30,120,45,733.72
2000,Czechia,CZ,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,6193000,974.3,60,42,Clay Loam,30,120,45,652.62
2000,Czechia,CZ,vegetables,Vegetables (fresh market/transplant),Tomatoes in the open: all qualities - prices per 100 kg,4121000,611.3,60,42,Clay Loam,30,120,45,423.18
2000,Czechia,CZ,vegetables,Vegetables (fresh market/transplant),Lettuce in the open: all qualities - prices per 100 kg,4192100,610.1,60,42,Clay Loam,30,120,45,422.35
2000,Czechia,CZ,vegetables,Vegetables (fresh market/transplant),Capsicum (under glass) - prices per 100 kg,4199904,473,60,42,Clay Loam,30,120,45,327.44
2000,Czechia,CZ,arable,Arable (cereals/oilseeds),Grapes for wine production - prices per 100 kg,6490000,382.5,60,42,Clay Loam,30,120,45,265.47
2000,Czechia,CZ,orchards,Orchards/Vineyards (perennial),Apricots: all varieties - prices per 100 kg,6199100,381.8,60,42,Clay Loam,30,120,45,255.74
2000,Czechia,CZ,vegetables,Vegetables (fresh market/transplant),Cucumbers in the open: all qualities - prices per 100 kg,4194100,379.3,60,42,Clay Loam,30,120,45,262.57
2000,Czechia,CZ,vegetables,Vegetables (fresh market/transplant),Leeks in the open - prices per 100 kg,4199903,338.3,60,42,Clay Loam,30,120,45,234.19
2000,Czechia,CZ,vegetables,Vegetables (fresh market/transplant),Cauliflowers: all qualities - prices per 100 kg,4110000,330.5,60,42,Clay Loam,30,120,45,228.79
2000,Czechia,CZ,orchards,Orchards/Vineyards (perennial),Peaches: all varieties - prices per 100 kg,6130000,323.1,60,42,Clay Loam,30,120,45,216.42
2000,Czechia,CZ,orchards,Orchards/Vineyards (perennial),Plums: all varieties  - prices per 100 kg,6192000,305.5,60,42,Clay Loam,30,120,45,204.63
2000,Czechia,CZ,arable,Arable (cereals/oilseeds),Sunflowers - prices per 100 kg,2120000,215.2,60,42,Clay Loam,30,120,45,149.36
2000,Czechia,CZ,rowCrops,Row crops,Early potatoes - prices per 100 kg,5110000,198,60,42,Clay Loam,30,120,45,131.52
2000,Czechia,CZ,orchards,Orchards/Vineyards (perennial),Dessert apples: all varieties - prices per 100 kg,6110000,196.8,60,42,Clay Loam,30,120,45,131.82
2000,Czechia,CZ,orchards,Orchards/Vineyards (perennial),Dessert pears: all varieties - prices per 100 kg,6120000,185.5,60,42,Clay Loam,30,120,45,124.25
2000,Czechia,CZ,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,2110000,173.5,60,42,Clay Loam,30,120,45,120.41
2000,Czechia,CZ,vegetables,Vegetables (fresh market/transplant),Savoy cabbage: all qualities - prices per 100 kg,4191300,160.9,60,42,Clay Loam,30,120,45,111.38
2000,Czechia,CZ,vegetables,Vegetables (fresh market/transplant),Carrots: all qualities - prices per 100 kg,4195000,145.5,60,42,Clay Loam,30,120,45,100.72
2000,Czechia,CZ,vegetables,Vegetables (fresh market/transplant),Onions: all qualities - prices per 100 kg,4196000,143.2,60,42,Clay Loam,30,120,45,99.13
2000,Czechia,CZ,vegetables,Vegetables (fresh market/transplant),Red cabbage: all qualities - prices per 100 kg,4191200,134.2,60,42,Clay Loam,30,120,45,92.9
2000,Czechia,CZ,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,5120000,111.6,60,42,Clay Loam,30,120,45,74.13
2000,Czechia,CZ,arable,Arable (cereals/oilseeds),Oats - prices per 100 kg,1400000,106.3,60,42,Clay Loam,30,120,45,73.78
2000,Czechia,CZ,arable,Arable (cereals/oilseeds),Malting barley - prices per 100 kg,1320000,102.6,60,42,Clay Loam,30,120,45,71.21
2000,Czechia,CZ,arable,Arable (cereals/oilseeds),Maize - prices per 100 kg,1500000,98.8,60,42,Clay Loam,30,120,45,68.57
2000,Czechia,CZ,vegetables,Vegetables (fresh market/transplant),White cabbage: all qualities - prices per 100 kg,4191100,96.9,60,42,Clay Loam,30,120,45,67.08
2000,Czechia,CZ,arable,Arable (cereals/oilseeds),Soft wheat - prices per 100 kg,1110000,95.6,60,42,Clay Loam,30,120,45,66.35
2000,Czechia,CZ,arable,Arable (cereals/oilseeds),Barley - prices per 100 kg,1300000,91.7,60,42,Clay Loam,30,120,45,63.64
2000,Czechia,CZ,vegetables,Vegetables (fresh market/transplant),Spinach - prices per 100 kg,4193000,80.1,60,42,Clay Loam,30,120,45,55.45
2000,Czechia,CZ,arable,Arable (cereals/oilseeds),Rye - prices per 100 kg,1200000,76.1,60,42,Clay Loam,30,120,45,52.82
2000,Czechia,CZ,arable,Arable (cereals/oilseeds),Feed barley - prices per 100 kg,1310000,73,60,42,Clay Loam,30,120,45,50.66
2000,Czechia,CZ,rowCrops,Row crops,Sugar beet: unit value - prices per 1000 kg,2400000,27.22,60,42,Clay Loam,30,120,45,16.48
2000,Denmark,DK,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,6199200,6526.9,65,45,Silty Loam,25,110,40,4371.95
2000,Denmark,DK,vegetables,Vegetables (fresh market/transplant),Cultivated mushrooms: all qualities - prices per 100 kg,4199901,3237.3,65,45,Silty Loam,25,110,40,2241.04
2000,Denmark,DK,orchards,Orchards/Vineyards (perennial),Strawberries in the open - prices per 100 kg,6193100,2237.8,65,45,Silty Loam,25,110,40,1498.96
2000,Denmark,DK,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,6193000,2237.8,65,45,Silty Loam,25,110,40,1498.96
2000,Denmark,DK,orchards,Orchards/Vineyards (perennial),Blackcurrants - prices per 100 kg,6199300,2141.2,65,45,Silty Loam,25,110,40,1434.25
2000,Denmark,DK,vegetables,Vegetables (fresh market/transplant),Lettuce under glass: all qualities - prices per 100 kg,4192200,1452.1,65,45,Silty Loam,25,110,40,1005.23
2000,Denmark,DK,orchards,Orchards/Vineyards (perennial),Plums: all varieties  - prices per 100 kg,6192000,1232.9,65,45,Silty Loam,25,110,40,825.84
2000,Denmark,DK,vegetables,Vegetables (fresh market/transplant),Tomatoes under glass: all qualities - prices per 100 kg,4122000,970,65,45,Silty Loam,25,110,40,671.49
2000,Denmark,DK,vegetables,Vegetables (fresh market/transplant),Cucumbers under glass: all qualities - prices per 100 kg,4194200,883.2,65,45,Silty Loam,25,110,40,611.4
2000,Denmark,DK,vegetables,Vegetables (fresh market/transplant),Cauliflowers: all qualities - prices per 100 kg,4110000,744.6,65,45,Silty Loam,25,110,40,515.45
2000,Denmark,DK,orchards,Orchards/Vineyards (perennial),Dessert pears: all varieties - prices per 100 kg,6120000,554.1,65,45,Silty Loam,25,110,40,371.16
2000,Denmark,DK,orchards,Orchards/Vineyards (perennial),Dessert apples: all varieties - prices per 100 kg,6110000,472.2,65,45,Silty Loam,25,110,40,316.3
2000,Denmark,DK,vegetables,Vegetables (fresh market/transplant),Carrots: all qualities - prices per 100 kg,4195000,301.9,65,45,Silty Loam,25,110,40,208.99
2000,Denmark,DK,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,2110000,192.8,65,45,Silty Loam,25,110,40,133.81
2000,Denmark,DK,vegetables,Vegetables (fresh market/transplant),White cabbage: all qualities - prices per 100 kg,4191100,173.7,65,45,Silty Loam,25,110,40,120.24
2000,Denmark,DK,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,5120000,167.7,65,45,Silty Loam,25,110,40,111.39
2000,Denmark,DK,vegetables,Vegetables (fresh market/transplant),Onions: all qualities - prices per 100 kg,4196000,158.3,65,45,Silty Loam,25,110,40,109.58
2000,Denmark,DK,arable,Arable (cereals/oilseeds),Barley - prices per 100 kg,1300000,125.7,65,45,Silty Loam,25,110,40,87.24
2000,Denmark,DK,arable,Arable (cereals/oilseeds),Oats - prices per 100 kg,1400000,124,65,45,Silty Loam,25,110,40,86.06
2000,Denmark,DK,arable,Arable (cereals/oilseeds),Soft wheat - prices per 100 kg,1110000,119.3,65,45,Silty Loam,25,110,40,82.8
2000,Denmark,DK,arable,Arable (cereals/oilseeds),Rye - prices per 100 kg,1200000,109.9,65,45,Silty Loam,25,110,40,76.27
2000,Denmark,DK,rowCrops,Row crops,Sugar beet: unit value - prices per 1000 kg,2400000,47.22,65,45,Silty Loam,25,110,40,28.6
2000,Estonia,EE,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,2110000,196.4,50,35,Loamy Sand,30,120,45,136.31
2000,Estonia,EE,arable,Arable (cereals/oilseeds),Soft wheat - prices per 100 kg,1110000,107.1,50,35,Loamy Sand,30,120,45,74.33
2000,Estonia,EE,arable,Arable (cereals/oilseeds),Barley - prices per 100 kg,1300000,96.8,50,35,Loamy Sand,30,120,45,67.18
2000,Estonia,EE,arable,Arable (cereals/oilseeds),Rye - prices per 100 kg,1200000,86.3,50,35,Loamy Sand,30,120,45,59.89
2000,Estonia,EE,arable,Arable (cereals/oilseeds),Oats - prices per 100 kg,1400000,79.8,50,35,Loamy Sand,30,120,45,55.38
2000,Finland,FI,orchards,Orchards/Vineyards (perennial),Strawberries in the open - prices per 100 kg,6193100,2013.2,65,45,Silty Loam,25,110,40,1348.51
2000,Finland,FI,orchards,Orchards/Vineyards (perennial),Blackcurrants - prices per 100 kg,6199300,1345.5,65,45,Silty Loam,25,110,40,901.26
2000,Finland,FI,vegetables,Vegetables (fresh market/transplant),Cucumbers under glass: all qualities - prices per 100 kg,4194200,1078.1,65,45,Silty Loam,25,110,40,746.32
2000,Finland,FI,vegetables,Vegetables (fresh market/transplant),Tomatoes under glass: all qualities - prices per 100 kg,4122000,985.6,65,45,Silty Loam,25,110,40,682.29
2000,Finland,FI,orchards,Orchards/Vineyards (perennial),Dessert apples: all varieties - prices per 100 kg,6110000,899.8,65,45,Silty Loam,25,110,40,602.72
2000,Finland,FI,vegetables,Vegetables (fresh market/transplant),Onions: all qualities - prices per 100 kg,4196000,425.5,65,45,Silty Loam,25,110,40,294.56
2000,Finland,FI,vegetables,Vegetables (fresh market/transplant),Carrots: all qualities - prices per 100 kg,4195000,405.3,65,45,Silty Loam,25,110,40,280.57
2000,Finland,FI,rowCrops,Row crops,Early potatoes - prices per 100 kg,5110000,341.4,65,45,Silty Loam,25,110,40,226.77
2000,Finland,FI,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,2110000,176.3,65,45,Silty Loam,25,110,40,122.36
2000,Finland,FI,arable,Arable (cereals/oilseeds),Soft wheat - prices per 100 kg,1110000,134.7,65,45,Silty Loam,25,110,40,93.49
2000,Finland,FI,arable,Arable (cereals/oilseeds),Rye - prices per 100 kg,1200000,131,65,45,Silty Loam,25,110,40,90.92
2000,Finland,FI,arable,Arable (cereals/oilseeds),Malting barley - prices per 100 kg,1320000,130.5,65,45,Silty Loam,25,110,40,90.57
2000,Finland,FI,arable,Arable (cereals/oilseeds),Barley - prices per 100 kg,1300000,119.4,65,45,Silty Loam,25,110,40,82.87
2000,Finland,FI,arable,Arable (cereals/oilseeds),Oats - prices per 100 kg,1400000,118.4,65,45,Silty Loam,25,110,40,82.17
2000,Finland,FI,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,5120000,102.6,65,45,Silty Loam,25,110,40,68.15
2000,Finland,FI,rowCrops,Row crops,Sugar beet: unit value - prices per 1000 kg,2400000,53.87,65,45,Silty Loam,25,110,40,32.62
2000,France,FR,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,6193000,2976.2,55,40,Loamy,35,130,50,1993.57
2000,France,FR,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,6410000,1437.4,55,40,Loamy,35,130,50,997.6
2000,France,FR,orchards,Orchards/Vineyards (perennial),Peaches: all varieties - prices per 100 kg,6130000,1107.4,55,40,Loamy,35,130,50,741.78
2000,France,FR,vegetables,Vegetables (fresh market/transplant),Capsicum (under glass) - prices per 100 kg,4199904,1092.9,55,40,Loamy,35,130,50,756.57
